abbreviation	EC
HMR_7720	3.1.2.2
HMR_7720	3.1.2.27
HMR_7720	4.2.1.17
HMR_7720	5.1.99.4
HMR_7720	5.3.3.8
HMR_7720	6.2.1.-
HMR_7724	1.1.1.35
HMR_7724	1.3.3.6
HMR_7724	2.3.1.154
HMR_7724	2.3.1.16
HMR_7724	3.1.2.2
HMR_7724	4.2.1.17
HMR_7724	5.1.99.4
HMR_7724	6.2.1.-
HMR_7727	1.1.1.35
HMR_7727	1.3.1.34
HMR_7727	1.3.3.6
HMR_7727	2.3.1.16
HMR_7727	3.1.2.2
HMR_7727	3.1.2.27
HMR_7727	4.2.1.17
HMR_7727	5.1.99.4
HMR_7727	5.3.3.8
HMR_7727	6.2.1.-
HMR_7741	1.18.1.2
HMR_7744	4.2.1.70
HMR_7745	5.1.3.3
HMR_7746	2.7.1.1
HMR_7746	2.7.1.2
HMR_7747	2.7.1.147
HMR_7748	5.3.1.9
HMR_7749	5.3.1.9
HMR_7755	2.7.1.29
HMR_7756	3.5.1.4
HMR_7757	1.1.1.35
HMR_7757	1.3.3.6
HMR_7757	2.3.1.154
HMR_7757	2.3.1.16
HMR_7757	3.1.2.2
HMR_7757	4.2.1.17
HMR_7757	5.1.99.4
HMR_7757	6.2.1.-
HMR_7758	1.1.1.35
HMR_7758	1.3.3.6
HMR_7758	2.3.1.154
HMR_7758	2.3.1.16
HMR_7758	3.1.2.2
HMR_7758	4.2.1.17
HMR_7758	5.1.99.4
HMR_7758	6.2.1.-
HMR_7898	1.1.1.35
HMR_7898	1.3.3.6
HMR_7898	2.3.1.154
HMR_7898	2.3.1.16
HMR_7898	3.1.2.2
HMR_7898	4.2.1.17
HMR_7898	5.1.99.4
HMR_7898	6.2.1.-
HMR_7899	1.1.1.35
HMR_7899	1.3.3.6
HMR_7899	2.3.1.154
HMR_7899	2.3.1.16
HMR_7899	3.1.2.2
HMR_7899	4.2.1.17
HMR_7899	5.1.99.4
HMR_7899	6.2.1.-
HMR_7906	3.1.3.2
HMR_7944	1.5.1.30
HMR_7949	2.8.1.2
HMR_7977	1.1.1.27
HMR_8023	2.8.1.1
HMR_8086	TCDB:2.A.30.3.1
HMR_8271	2.4.1.65
HMR_8287	2.4.1.-
HMR_8378	2.4.1.109
HMR_8395	2.7.1.137
HMR_8397	2.7.-.-
HMR_8399	2.7.-.-
HMR_8418	2.7.1.67
HMR_8475	TCDB:2.A.57.1.4
HMR_8476	TCDB:2.A.57.1.4
HMR_8490	3.1.3.66
HMR_8491	3.1.3.67
HMR_8492	2.7.1.68
HMR_8501	1.1.1.79
HMR_8501	1.1.1.81
HMR_8505	3.1.3.78
HMR_8510	2.7.1.153
HMR_8540	3.1.3.67
HMR_8562	3.1.3.-
HMR_8567	3.1.3.67
HMR_8570	3.2.1.1
HMR_8571	3.2.1.1
HMR_8572	3.2.1.1
HMR_8573	3.2.1.1
HMR_8574	3.2.1.1
HMR_8575	3.2.1.1
HMR_8576	3.2.1.1
HMR_8577	3.2.1.1
HMR_8578	3.2.1.1
HMR_8579	3.2.1.1
HMR_8580	3.2.1.1
HMR_8582	3.2.1.1
HMR_8585	2.7.1.106
HMR_8588	5.5.1.4
HMR_8590	2.7.1.151
HMR_8608	1.4.3.3
HMR_8639	2.7.1.134
HMR_8643	3.1.1.1
HMR_8643	3.1.1.84
HMR_8643	3.1.1.56
HMR_8746	1.2.4.1
HMR_8749	2.7.1.68
HMR_8750	3.1.3.67
HMR_8761	2.7.1.3
HMR_8762	4.1.2.13
HMR_8776	2.7.1.137
HMR_8785	2.7.1.68
HMR_8796	2.3.1.13
HMR_8798	3.5.3.4
HMR_9014	1.7.3.3
HMR_9174	1.1.1.300
HMR_9175	1.1.1.1
HMR_9175	1.1.1.105
HMR_9176	1.1.1.300
HMR_9177	1.1.1.1
HMR_9177	1.1.1.105
HMR_9178	1.14.-.-
HMR_9179	2.3.1.135
HMR_9179	2.3.1.75
HMR_9180	3.1.1.1
HMR_9180	3.1.1.3
HMR_9183	3.1.1.64
HMR_9184	1.1.1.105
HMR_9185	2.3.1.135
HMR_9185	2.3.1.75
HMR_9188	1.1.1.105
HMR_9191	1.2.1.36
HMR_9199	1.2.1.36
HMR_9200	1.14.14.1
HMR_9464	3.2.1.3
HMR_9464	3.2.1.10
HMR_9484	3.6.1.17
HMR_9485	3.2.1.14
HMR_9487	2.4.2.30
HMR_9488	2.7.11.19
HMR_9489	3.1.3.17
HMR_9490	3.1.2.15
HMR_9491	6.3.2.19
HMR_9492	5.2.1.8
HMR_9493	2.7.11.18
HMR_9494	3.1.3.53
HMR_9495	2.3.1.48
HMR_9496	2.3.2.13
HMR_9497	3.6.1.29
HMR_9498	2.1.1.63
HMR_9499	3.1.2.22
HMR_9500	2.1.1.77
HMR_9501	1.6.2.4
HMR_9502	3.4.21.26
HMR_9503	2.7.11.14
HMR_9504	2.1.1.67
HMR_9505	6.3.2.25
HMR_9506	3.1.3.32
HMR_9507	3.1.3.33
HMR_9508	2.7.7.50
HMR_9509	2.1.1.56
HMR_9510	2.1.1.57
HMR_9511	2.1.1.62
HMR_9512	2.3.1.97
HMR_9513	3.5.3.18
HMR_9514	1.14.13.8
HMR_9515	3.1.1.53
HMR_9516	3.1.3.43
HMR_9517	2.7.11.2
HMR_9518	2.4.2.29
HMR_9519	2.1.1.214
HMR_9519	2.1.1.215
HMR_9519	2.1.1.216
HMR_9520	2.1.1.33
HMR_9521	2.8.1.-
HMR_9522	3.1.1.29
HMR_9523	2.5.1.75
HMR_9524	5.4.99.12
HMR_9525	2.1.1.137
HMR_9527	2.3.1.5
HMR_9528	2.7.11.15
HMR_9529	3.5.1.28
HMR_9530	3.5.1.26
HMR_9531	3.5.1.52
HMR_9532	1.14.11.16
HMR_9534	3.5.1.4
HMR_9535	2.7.11.4
HMR_9536	3.1.4.43
HMR_9537	3.1.4.44
HMR_9538	1.6.5.2
HMR_9538	1.10.99.2
HMR_9539	1.1.4.1
HMR_9541	2.3.2.8
HMR_9542	1.14.17.3
HMR_9543	2.3.2.5
HMR_9544	1.8.4.11
HMR_9545	1.4.3.13
HMR_9546	6.5.1.4
HMR_9547	2.7.8.17
HMR_9548	3.1.4.45
HMR_9549	2.1.1.98
HMR_9550	1.16.1.8
HMR_9551	3.5.1.88
HMR_9552	3.6.1.52
HMR_9554	3.1.1.77
HMR_9575	2.1.1.13
HMR_9577	2.7.11.1
HMR_9577	2.7.11.8
HMR_9577	2.7.11.9
HMR_9577	2.7.11.10
HMR_9577	2.7.11.11
HMR_9577	2.7.11.12
HMR_9577	2.7.11.13
HMR_9577	2.7.11.17
HMR_9577	2.7.11.21
HMR_9577	2.7.11.22
HMR_9577	2.7.11.24
HMR_9577	2.7.11.25
HMR_9577	2.7.11.30
HMR_9577	2.7.12.1
HMR_9577	2.7.12.2
HMR_9578	3.1.3.16
HMR_9579	2.7.11.1
HMR_9580	1.97.1.10
HMR_9581	1.97.1.10
HMR_9582	2.8.2.-
HMR_9583	3.1.6.2
HMR_9584	1.97.1.10
HMR_9585	1.97.1.10
HMR_9586	2.8.2.-
HMR_9587	1.97.1.10
HMR_9588	1.97.1.10
HMR_9590	2.8.2.-
HMR_9593	1.97.1.10
HMR_9602	1.97.1.10
HMR_9603	1.14.18.1
HMR_9604	spontaneous
HMR_9605	spontaneous
HMR_9607	5.3.3.12
HMR_9609	2.5.1.91
HMR_9612	2.5.1.39
HMR_9613	1.14.13.-
HMR_9614	2.1.1.114
HMR_9615	4.1.1.-
HMR_9617	1.14.13.-
HMR_9619	2.1.1.201
HMR_9620	1.14.-.-
HMR_9621	2.1.1.64
HMR_9622	1.5.5.1
HMR_9623	1.9.3.1
HMR_9624	1.10.2.2
HMR_9625	1.6.5.3
HMR_9627	2.3.1.57
HMR_9628	2.3.1.57
HMR_9630	2.3.1.57
HMR_9631	2.3.1.57
HMR_9637	2.1.1.43
HMR_9638	2.1.1.43
HMR_9639	2.1.1.43
HMR_9640	3.4.21.89
HMR_9640	3.4.-.-
HMR_9642	1.14.11.8
HMR_9643	2.1.2.1
HMR_9644	1.2.1.47
HMR_9645	1.4.11.1
HMR_9646	1.14.11.4
HMR_9647	2.4.1.50
HMR_9648	2.4.1.66
HMR_9657	1.14.14.1
HMR_9658	1.14.14.1
HMR_9659	1.14.14.1
HMR_9660	2.5.1.18
HMR_9661	3.3.2.9
HMR_9662	NonEnzymatic
HMR_9663	2.5.1.18
HMR_9665	1.14.14.1
HMR_9666	1.14.14.1
HMR_9667	1.14.14.1
HMR_9669	1.14.14.1
HMR_9670	2.5.1.18
HMR_9671	3.3.2.9
HMR_9672	1.3.1.20
HMR_9676	spontaneous
HMR_9679	spontaneous
HMR_9716	2.5.1.18
HMR_9717	3.3.2.9
HMR_9718	2.7.1.39
HMR_9719	4.2.1.17
HMR_9719	1.1.1.35
HMR_9719	1.1.1.211
HMR_9719	1.3.8.7
HMR_9719	1.3.8.8
HMR_9719	1.3.8.9
HMR_9719	2.3.1.16
HMR_9720	1.14.14.1
HMR_9722	1.6.5.2
HMR_9723	1.14.14.1
HMR_9724	1.14.14.1
HMR_9726	2.1.2.5
HMR_9727	2.4.1.11
HMR_9728	3.3.2.9
HMR_9732	1.1.1.11
HMR_9733	1.1.1.11
HMR_9734	1.14.18.1
HMR_9735	1.1.1.11
HMR_9738	2.5.1.18
HMR_9739	1.14.14.1
HMR_9742	1.14.14.1
HMR_9744	1.2.1.5
HMR_9745	1.14.14.1
HMR_9747	1.1.1.1
HMR_9748	2.4.1.17
HMR_9749	1.14.14.1
HMR_9750	2.5.1.18
HMR_9751	3.3.2.9
HMR_9753	1.14.14.1
HMR_9757	1.14.14.1
HMR_9759	2.5.1.18
HMR_9760	3.3.2.9
HMR_9761	1.14.14.1
HMR_9763	1.14.14.1
HMR_9764	1.14.14.1
HMR_9765	3.3.2.9
HMR_9766	1.14.14.1
HMR_9767	2.8.2.14
HMR_9771	3.3.2.9
HMR_9772	1.1.1.146
HMR_9772	1.1.1.184
HMR_9772	1.3.1.20
HMR_9773	1.14.14.1
HMR_9776	1.14.14.1
HMR_9782	2.4.1.17
HMR_9783	2.4.1.17
HMR_9798	6.3.2.4
HMR_9799	2.7.1.14
HMR_9800	2.7.1.3
HMR_9801	2.7.1.81
HMR_9802	3.5.1.2
HMR_9802	3.5.1.38
HMR_9803	1.14.14.1
HMR_9804	1.1.1.-
HMR_9805	3.1.4.38
HMR_9806	5.3.4.1
HMR_9807	4.2.3.134
HMR_9818	1.14.14.1
HMR_biomass_Renalcancer	2.5.1.18
HMR_9725	2.4.1.142
HMR_0031	2.4.1.132
HMR_0032	2.4.1.257
biomass_components	2.4.1.131
cofactors_vitamins	2.4.1.131
vitaminA	2.4.1.83
vitaminE	2.4.1.258
xenobiotics	2.4.1.259
arachidonates	2.4.1.260
steroids	2.4.1.261
others	2.4.1.117
HMR_7596	2.4.1.267
HMR_2957	6.2.1.3
HMR_6580	2.7.1.68
HMR_6588	2.7.1.137
HMR_1800	1.14.13.15
HMR_1635	5.1.99.4
HMR_1048	1.11.1.9
HMR_1484	1.3.1.70
HMR_6686	2.4.1.17
HMR_1264	6.2.1.3
HMR_1233	1.1.1.184
HMR_1691	1.14.13.15
HMR_0980	1.1.1.184
HMR_1467	2.5.1.21
HMR_4816	3.1.3.1
HMR_1644	4.2.1.107
HMR_4772	4.1.1.37
HMR_1500	1.1.1.270
HMR_5151	3.1.1.4
HMR_5152	2.7.8.1
HMR_5153	3.1.4.4
HMR_5154	3.1.4.38
HMR_5155	3.1.4.39
HMR_5157	2.7.8.2
HMR_5158	2.3.1.23
HMR_5159	3.1.1.4
HMR_5161	2.7.10.1
HMR_5161	2.7.10.2
HMR_5161	2.7.12.1
HMR_5161	2.7.12.2
HMR_5162	3.1.3.48
HMR_5163	2.8.2.20
HMR_5164	6.1.1.10
HMR_5166	3.4.24.19
HMR_5167	2.4.2.31
HMR_5168	3.2.2.19
HMR_5172	2.4.2.31
HMR_3264	2.3.1.16
HMR_3264	1.1.1.211
HMR_3256	2.3.1.16
HMR_3256	1.1.1.211
HMR_3258	1.3.8.7
HMR_3258	1.3.8.8
HMR_3258	1.3.8.9
HMR_3258	1.3.99.-
HMR_3258	
HMR_1147	1.1.1.184
HMR_1049	1.11.1.9
HMR_1018	1.13.11.34
HMR_1149	3.4.-.-
HMR_1383	6.3.4.14
HMR_4531	1.14.18.2
HMR_6955	2.6.1.82
HMR_6672	5.1.3.2
HMR_5099	1.1.1.79
HMR_5099	1.1.1.81
XPPT	2.4.2.22
XPPT	2.4.2.8
FACOAE160	3.1.2.2
FACOAE160	3.1.2.22
FACOAE180	3.1.2.2
FADRx	1.5.1.36
FADRx	1.5.1.37
FADRx	1.5.1.45
1PPDCRp	1.5.1.1
1PPDCRp	1.5.1.21
24_25VITD3Hm	1.14.13.126
2AMACHYD	4.3.1.17
2HBO	1.1.1.27
2OXOADOXm	1.2.1.52
2OXOADOXm	1.2.4.2
2OXOADOXm	1.8.1.4
2OXOADOXm	2.3.1.61
34DHOXPEGOX	1.1.1.1
34DHPHAMT	2.1.1.6
34DHPLACOX	1.2.1.5
34DHPLACOX_NADP_	1.2.1.5
34DHXMANDACOX	1.2.1.5
34DHXMANDACOX_NADP_	1.2.1.5
34HPLFM	1.1.1.222
34HPLFM	1.1.1.237
34HPPOR	1.13.11.27
3AIBtmi	2.6.19.4
3DSPHR	1.1.1.102
3HAO	1.13.11.6
3HBCDm	4.2.1.55
3HBCOAHLm	3.1.2.4
3HKYNAKGAT	2.6.1.7
3HLYTCL	4.1.1.28
3HPCOAHYD	3.1.2.4
3HPPD	1.1.1.59
3HXKYNDCL	1.1.1.59
3HXKYNOXDA	1.4.3.4
3M4HDXPAC	1.2.1.5
3MOX4HOXPGALDOX	1.2.1.5
3MOX4HOXPGALDOX_NADP_	1.2.1.5
3MOXTYROX	1.4.3.4
3NTD7l	3.1.3.2
3SALACBOXL	4.1.1.15
3SALATAi	2.6.1.1
3SALATAim	2.6.1.1
3SPYRSP	3.13.1.-
3SPYRSPm	3.13.1.-
41R1H2MAE12BOOX	1.4.3.4
41R2A1H12BOOX	1.4.3.4
42A12BOOX	1.4.3.21
42A12BOOX	1.4.3.4
42A12BOOX	1.4.9.2
42A12BOOX	1.4.99.4
4HBZFm	3.1.2.23
4HGLSDm	1.2.1.-
4HGLSDm	1.2.1.88
4HOXPACDOX_NADP_	1.2.1.5
5HLTDL	4.1.1.28
5HOXINDACTO2OX	1.2.3.1
5HOXINDACTOXm	1.5.1.12
5HOXINOXDA	1.4.3.4
5HTRPDOX	1.13.11.52
5HTRPVESSEC	1.13.11.52
5HXKYNDCL	4.1.1.28
5HXKYNOXDA	1.4.3.4
A_MANASE	3.2.1.24
AACTOOR	1.4.3.21
AACTOOR	1.4.3.4
AACTOOR	1.4.3.6
AASAD3m	1.2.1.31
AATAi	2.6.1.39
ABTArm	2.6.1.19
ABTD	1.1.1.12
ABTti	1.1.1.12
ACACT10m	2.3.1.16
ACACT10m	2.3.1.9
ACACT1rm	2.3.1.9
ACACT1x	2.3.1.9
ACACT4p	2.3.1.16
ACACT4p	2.3.1.9
ACACT5p	2.3.1.9
ACACT6p	2.3.1.16
ACACT6p	2.3.1.9
ACACT7p	2.3.1.155
ACACT7p	2.3.1.16
ACACT7p	2.3.1.9
ACCOACm	6.4.1.2
ACCOALm	6.2.1.17
ACGALK	2.7.1.157
ACGALK	2.7.1.162
ACGAM6PSi	2.3.1.4
ACGAMK	2.7.1.59
ACGAMPM	5.4.2.3
ACGPID	3.5.1.89
ACGSm	2.3.1.1
ACHEe	3.1.1.7
ACHEe	3.1.1.8
ACITL	2.3.3.8
ACITL	4.1.3.6
ACNAM9PL	2.5.1.57
ACNAMPH	3.1.3.29
ACNMLr	4.1.3.3
ACOAD10m	1.3.99.3
ACOAD1fm	1.3.3.6
ACOAD1fm	1.3.8.1
ACOAD1fm	1.3.8.7
ACOAD1fm	1.3.99.-
ACOAD1fm	1.3.99.3
ACOAD8m	1.3.8.4
ACOAD8m	1.3.8.7
ACOAD8m	1.3.99.10
ACOAD9m	1.3.8.-
ACOAD9m	1.3.99.3
ACOAHi	3.1.2.1
ACODA	3.5.1.14
ACODA	3.5.1.16
ACONTm	4.2.1.3
ACP1_FMN_	3.1.3.2
ACS2	6.2.1.17
ACSm	6.2.1.1
ACSOMT	2.1.1.4
ACSRTNMT	2.1.1.4
ADA	3.5.4.4
ADAe	3.5.4.4
ADCim	4.1.1.4
ADK1m	2.7.4.3
ADK3	2.7.4.10
ADK3	2.7.4.4
ADK3m	2.7.4.10
ADK3m	2.7.4.4
ADMDC	4.1.1.50
ADNCYC	4.6.1.1
ADNK1m	2.7.1.20
ADNK1m	2.7.1.74
ADPGLC	3.6.1.21
ADPMAN	3.6.1.21
ADPRDPm	3.6.1.13
ADSELK	2.7.1.25
ADSK	2.7.1.25
ADSL1	4.3.2.2
ADSL2	4.3.2.2
AG13T10g	2.4.1.149
AG13T11g	2.4.1.149
AG13T12g	2.4.1.149
AG13T13g	2.4.1.149
AG13T14g	2.4.1.149
AG13T15g	2.4.1.149
AG13T4g	2.4.1.149
AG13T5g	2.4.1.149
AG13T6g	2.4.1.149
AG13T7g	2.4.1.149
AG13T8g	2.4.1.149
AG13T9g	2.4.1.149
AGLPC	3.5.1.25
AGMTm	3.5.3.11
AGPAT1	2.3.1.51
AGPex	2.3.1.51
AGPRim	1.2.1.38
AGPSx	2.5.1.26
AGTim	2.6.1.44
AGTix	2.6.1.44
AHCYStn	3.3.1.1
AIRCr	4.1.1.21
AKGDm	1.2.1.52
AKGDm	1.2.4.2
AKGDm	1.8.1.4
AKGDm	2.3.1.61
AKR1C1	1.1.1.149
AKR1C41	1.1.1.50
AKR1C42	1.1.1.50
AKR1D	1.3.99.6
AKR1D2	1.3.99.6
ALASm	2.3.1.37
ALATA_L	2.6.1.2
ALCD21_D	1.1.1.77
ALCD21_L	1.1.1.1
ALCD22_L	1.1.1.21
ALCD22_L	1.1.1.6
ALCD2if	1.1.1.1
ALCD2yf	1.1.1.2
ALDD20x	1.2.1.3
ALDD20xm	1.2.1.3
ALDD2xm	1.2.1.3
ALDD2xm	1.2.1.5
ALDD2y	1.2.1.-
ALDD2y	1.2.1.4
ALDD2y	1.2.1.5
ALKP	3.1.3.1
ALOX12R	1.13.11.31
ALOX15	1.13.11.33
ALOX5	1.13.11.34
ALOX52	1.13.11.34
ALR2	1.1.1.-
AMACR2r	5.1.99.4
AMACRr	5.1.99.4
AMCOXO	1.5.1.-
AMPDA	3.5.4.17
AMPDA	3.5.4.6
AMPTASECGe	3.4.11.1
AMPTASECGe	3.4.11.2
AMPTASECGe	3.4.11.23
AMPTASECGe	3.4.13.-
AMPTASECGe	3.4.13.18
AMPtr	3.4.11.2
AOBUTDsm	1.1.1.381
AP4AH1	3.6.1.17
APAT2rm	2.6.1.19
APAT2rm	2.6.1.55
APRTO2	1.4.3.4
ARABR	1.1.1.2
ARABR	1.1.1.21
ARGDCm	4.1.1.19
ARGNm	3.5.3.1
ARGSS	6.3.4.5
R_group_phosphotase_1	3.1.6.8
ASNNm	3.5.1.1
ASNNm	3.5.1.38
ASNNm	3.5.5.4
ASNS1	6.3.5.4
ASPCTr	2.1.3.2
ASPNATm	2.3.1.17
ASPTAm	2.6.1.1
ATP1ter	2.7.4.6
ATPasel	3.6.3.14
ATPH1e	3.6.1.5
ATPH2e	3.6.1.5
ATPS4m	3.6.3.14
ATPtm	2.7.4.6
BAAT1x	2.3.1.65
BAAT2x	2.3.1.65
BAAT3x	2.3.1.65
BAAT4x	2.3.1.65
BACCL	6.2.1.11
BACCL	6.3.4.10
BACCL	6.3.4.11
BACCL	6.3.4.15
BACCL	6.3.4.9
BACCLm	6.2.1.11
BACCLm	6.3.4.10
BACCLm	6.3.4.11
BACCLm	6.3.4.15
BACCLm	6.3.4.9
BALAVECSEC	2.3.1.65
BAMPPALDOXm	1.5.1.12
BBHOX	1.14.11.1
BCDO	1.13.11.63
BCDO	1.14.99.36
BDG2HCGHD	3.2.1.21
BDHm	1.1.1.30
BDMT_L	2.4.1.142
BDMT_U	2.4.1.142
BETALDHxm	1.2.1.8
BHMT	2.1.1.5
BILIRED	1.3.1.24
BMTer_L	1.3.1.24
BPNT2	3.1.3.7
BTND1	3.5.1.12
BTND1n	3.5.1.12
BTNDe	3.5.1.12
BTNDm	3.5.1.12
BTNt2	3.5.1.12
C160CPT1	2.3.1.21
C160CPT2	2.3.1.21
C2M26DCOAHLm	4.2.1.17
C2M26DCOAHLx	4.2.1.17
C3STDH1r	5.3.3.1
CAATPS	3.6.3.6
CAT2p	1.11.1.6
CATm	1.11.1.21
CATm	1.11.1.6
CATp	1.11.1.21
CATp	1.11.1.6
CBL2OR	1.16.1.3
CBLATm	2.5.1.17
CBPSam	6.3.4.16
CBPSam	6.3.5.5
CBR1	1.1.1.197
CBR2	1.1.1.189
CCA_D3t	6.3.4.16
CEPTE	2.7.8.1
CHAT	2.3.1.6
CHATn	2.3.1.6
CHLP	3.1.3.75
CHLPCTD	2.7.7.15
CHOLD2m	1.1.99.1
CHOLK	2.7.1.32
CHSTEROLSULT	2.8.2.2
CITMCOAHm	4.2.1.56
CITMCOALm	4.1.3.25
CK	2.7.3.2
CKc	2.7.3.2
CMPSAS	2.7.7.43
CMPSASn	2.7.7.43
COKECBESr	3.1.1.84
CORE2GTg	2.4.1.102
CORE3GTg	2.4.1.147
CORE4GTg	2.4.1.148
COUCOAFm	6.2.1.12
CPCTDTX	2.7.7.15
CSm	2.3.3.1
CSm	2.3.3.16
CSm	2.3.3.3
CSNATer	2.3.1.7
CSNATm	2.3.1.7
CSNATp	2.3.1.7
CSNATr	2.3.1.7
CYSGLTH	1.8.4.4
CYSLYSL	4.4.1.1
CYSO	1.13.11.20
CYSTA	2.6.1.1
CYSTA	2.6.1.3
CYSTAm	2.6.1.3
CYTD	3.5.4.5
CYTDK1	2.7.1.213
CYTDK1	2.7.1.48
CYTDK2m	2.7.1.213
CYTDK2m	2.7.1.48
CYTDn	3.5.4.5
CYTK1m	2.7.4.14
CYTK1m	2.7.4.25
CYTK1n	2.7.4.14
CYTK1n	2.7.4.25
CYTK2n	2.7.4.13
CYTK2n	2.7.4.14
CYTK2n	2.7.4.25
CYTK5	2.7.4.14
CYTK6	2.7.4.14
D3AIBTm	2.6.1.40
DADA	3.5.4.4
DADAe	3.5.4.4
DADNK	2.7.1.145
DADNK	2.7.1.74
DADNK	2.7.1.76
DALAOXx	1.4.3.19
DALAOXx	1.4.3.3
DALAt2rL	2.7.1.107
DARGOp	1.4.3.3
DASCBH	3.1.1.17
DASCBR	1.6.5.4
DASPO1p	1.4.3.1
DASPO1p	1.4.3.15
DCK1m	2.7.1.145
DCK1m	2.7.1.213
DCK1m	2.7.1.74
DCK1n	2.7.1.145
DCK1n	2.7.1.213
DCK1n	2.7.1.74
DCK2n	2.7.1.74
DCT	5.3.3.12
DCYTD	3.5.4.5
DCYTDn	3.5.4.5
DDPGAm	4.1.3.16
DDPGAm	4.1.3.42
DEDOLP1_U	4.1.2.14
DESAT18_4	1.14.19.1
DESAT18_7	1.14.19.1
DGNSKm	2.7.1.113
DGNSKm	2.7.1.145
DGNSKm	2.7.1.74
DGULND	4.1.1.34
DHAPA	2.3.1.42
DHAPAx	2.3.1.42
DHCR71r	1.3.1.21
DHCR72r	1.3.1.21
DHEASULT	2.8.2.15
DHEASULT	2.8.2.2
DHPM1	3.5.2.2
DHPM2	3.5.2.2
DM_13_cis_retn_n_	2.3.1.21
DMATTx	2.5.1.1
DMHPTCRNCPT1	2.3.1.21
DNAMTn	2.1.1.37
DNAMTSEn	2.1.1.37
DOLASNT_Ler	2.4.1.119
DOLASNT_Uer	2.4.1.119
DOLDPP_Ler	3.6.1.43
DOLDPP_Uer	3.6.1.43
DOLGPP_Uer	3.1.4.48
DOLMANP_Lter	3.1.4.48
DOLPGT1_Ler	2.7.1.108
DOLPGT1_Uer	2.7.1.108
DOLPMT_L	2.4.1.83
DOLPMT1_Ler	2.4.1.130
DOLPMT1_Uer	2.4.1.130
DOLPMT2_Ler	2.4.1.130
DOLPMT2_Uer	2.4.1.130
DOLPMT3_Ler	2.4.1.130
DOLPMT3_Uer	2.4.1.130
DOLPMT4_Ler	2.4.1.130
DOLPMT4_Uer	2.4.1.130
DOPABMO	1.14.17.1
DOPAMT	2.1.1.6
DOPASULT	2.8.2.1
DOPAVESSEC	2.1.1.6
DORNOp	1.4.3.3
DPHMBDCm	4.1.1.-
DPMVDx	4.1.1.33
DPPS	2.5.1.91
DPROOp	1.4.3.3
DRPA	4.1.2.4
DURAD	1.3.1.2
DURAD2	1.3.1.2
DURIK1	2.7.1.145
DURIK1	2.7.1.21
DURIK1m	2.7.1.145
DURIK1m	2.7.1.21
DUTPDPm	3.6.1.-
DUTPDPm	3.6.1.23
DUTPDPm	3.6.1.9
DUTPDPn	3.6.1.-
DUTPDPn	3.6.1.23
DUTPDPn	3.6.1.9
EBP1r	5.3.3.5
EBP2r	5.3.3.5
ECOAH12m	4.2.1.17
ECOAH1m	4.2.1.150
ECOAH1m	4.2.1.17
ECOAH1m	4.2.1.55
ECOAH1x	4.2.1.150
ECOAH1x	4.2.1.17
ECOAH1x	4.2.1.55
ECOAH9m	4.2.1.17
EGMESTr	5.3.3.5
EHGLATm	2.6.1.23
ENGASE	3.2.1.96
ENGASE2	3.2.1.96
ENMAN2g	3.2.1.96
ENMAN3g	3.2.1.96
ENMAN4g	3.2.1.96
ENMAN5g	3.2.1.96
ENMAN6g	3.2.1.96
EPCTX	2.7.7.14
ESTSULT	2.8.2.4
ETHAK	2.7.1.82
ETHP	3.1.3.75
EX_gd1c_hs(e)	3.5.1.23
F1PGT	2.7.7.30
F6Tg	2.4.1.68
FA120ACPH	3.1.2.14
FA140ACPH	3.1.2.14
FA141ACPH	3.1.2.14
FA160ACPH	3.1.2.14
FA161ACPH	3.1.2.14
FA180ACPH	3.1.2.14
FA181ACPH	3.1.2.14
FA1821ACPH	3.1.2.14
FA1822ACPH	3.1.2.14
FA182ACPH	3.1.2.14
FACOAL140i	6.2.1.3
FACOAL160i	6.2.1.3
FACOAL180i	6.2.1.3
FACOAL181i	6.2.1.3
FACOAL1821	6.2.1.3
FACOAL1832	6.2.1.3
FACOAL204	6.2.1.15
FACOAL206	6.2.1.24
FACOAL240	6.2.1.3
FACOAL40im	6.2.1.2
FACOAL80i	6.2.1.2
FADDP	3.6.1.18
FADDP	3.6.1.9
FAH3	6.2.1.2
FALDH	1.2.1.1
FAOXC1811602m	4.2.1.74
FAOXC240200x	4.2.1.74
FAOXC260240x	4.2.1.74
FAS100COA	2.3.1.86
FAS120COA	2.3.1.86
FAS140COA	2.3.1.86
FAS160COA	2.3.1.86
FAS180COA	2.3.1.86
FAS80COA_L	2.3.1.86
FBA4	4.1.2.19
FBP26	3.1.3.46
FCLTm	4.99.1.1
FDH	1.2.1.2
FK	2.7.1.52
FKYNH	3.5.1.9
FOLR2	1.5.1.3
FORt2m	4.99.1.1
FORtrn	1.2.1.2
FPGS4	6.3.2.17
FPGS4m	6.3.2.17
FPGS7m	6.3.2.17
FPGSm	6.3.2.17
FTHFDH	1.5.1.6
FTHFLm	6.3.4.3
FUMAC	3.7.1.2
FUMm	4.2.1.2
FUT12g	2.4.1.69
FUT31g	2.4.1.65
G12MT1_L	2.4.1.131
G12MT1_U	2.4.1.131
G12MT2_L	2.4.1.131
G12MT2_U	2.4.1.131
G13MT_L	2.4.1.132
G13MT_U	2.4.1.132
G14T10g	2.4.1.38
G14T11g	2.4.1.38
G14T12g	2.4.1.38
G14T13g	2.4.1.38
G14T14g	2.4.1.38
G14T15g	2.4.1.38
G14T16g	2.4.1.38
G14T17g	2.4.1.38
